date_m,mySMB,SMB,myHML,HML,myRMW,RMW,myCMA,CMA
196509,0.0054446930642697774,0.0062,-0.006383732241187233,-0.0012,-0.004013610523410774,-0.0089,0.004412254701504081,0.008
196510,0.03026287946263074,0.0347,0.017283114050900536,0.0157,0.01693236582107124,0.0116999999999999,-0.006625194812874179,-0.0065
196511,0.044966728782609745,0.0518,-0.006476848658649816,0.001,0.012583723933394693,-0.0101,-0.0071942906258670655,-0.0093999999999999
196512,0.0304939337787175,0.0266,0.028531441282303494,0.0202,-0.018477958721480395,-0.0113999999999999,0.0011710404652426655,-0.0053
196601,0.046126354462512086,0.0467,0.020289498562682414,0.0353,-0.02001240241509463,-0.0282,0.002260876305280119,-0.0011
196602,0.03519904035644672,0.0471,0.023432528934677965,0.0029,-0.008588285659142617,-0.0017,-0.016490112197030237,-0.0149
196603,0.003567047850541606,0.0032,-0.027038932036897154,-0.02,0.022054584361447447,0.013,0.002164022860755576,0.0006
196604,0.02009322754721696,0.0334,-0.010533519293354499,-0.0046999999999999,-0.0034248324656997314,0.0039,-0.007976988010956493,-0.0095
196605,-0.038070659207625195,-0.051,-0.027180686377210952,-0.0161,0.021720234140213984,0.0163999999999999,-0.010803581006494173,-0.0152
196606,0.016546723608285165,0.0137,0.013586289147983774,0.0049,-0.0034277159879001085,0.0015,0.00729871025337552,0.0078
196607,-7.350848793719056e-06,-0.0048,-0.0008314083028097535,0.0098999999999999,-0.007202155714283159,-0.004,0.015829559780891303,0.0182
196608,-0.029895424589214514,-0.0314,0.02300124800135478,0.0044,-0.017060313485768627,-0.0012,0.011167249468258311,0.0079
196609,-0.010071289581695838,-0.0113999999999999,0.00349744648296162,0.0051,-0.003466734423746256,-0.0179,0.025435722050447567,0.0233
196610,-0.04656717130179387,-0.0645,0.019102560209021922,0.0268,-0.03841514991112205,-0.0348,0.03494858264128893,0.0424
196611,0.025332369373971698,0.0347,-0.0591173930357873,-0.0476999999999999,0.04559838868381978,0.0415,-0.06201882521234527,-0.0669
196612,0.016947029168003426,0.0216,-0.004921341585615663,-0.0132,-0.0013584165764802345,0.0064,-9.362677088959985e-05,-0.0045
196701,0.08899007655955328,0.0907,0.020726973704818907,0.0225,0.01146273978549145,0.0093,-0.03212237012781445,-0.0313
196702,0.019158648446053875,0.0305,-0.026869928557091242,-0.0218,0.013336035060788565,0.0204999999999999,-0.0075831248711623195,-0.0096
196703,0.02481070487323856,0.0173,0.007097943812682091,0.0054,0.008804933437895832,0.0098,-0.01974573259383222,-0.0144999999999999
196704,-0.002603474923951507,0.0042,-0.02095249401065663,-0.0245,0.03932420096095372,0.0237999999999999,-0.04435789857784525,-0.0364
196705,0.03070800617532423,0.0219,0.006543807529001463,0.0118,-0.01035103205660031,-0.017,0.024284359995844603,0.0181
196706,0.05536165405256481,0.0641,0.016986479526535668,0.0085,-0.010849892866483475,-0.0064,-0.022106548691663334,-0.0241
196707,0.033089426319671884,0.0352,0.028369411355966476,0.0272,0.005398527010261001,0.0052,0.018828160294699442,0.027
196708,0.010436477605773653,0.0067,0.012871810533634946,0.0152,0.003567536858938576,0.0036,0.014391220894712408,0.0144999999999999
196709,0.01588388080688402,0.0242,-0.010357719427043617,-0.0242,0.00861574613420369,0.0023,-0.010564055659369478,-0.0095
196710,-0.0008816184758572224,0.0046999999999999,-0.025873033300465947,-0.0322,0.007070128447982365,0.0107,-0.028619618818639208,-0.0262
196711,-0.0019464276107316525,-0.0006,-0.02040466478289977,-0.0169,0.01471441355740416,0.0135,-0.021939422718899676,-0.0233999999999999
196712,0.04566879770589845,0.0578,-0.0023285084546121187,-0.0063,-0.009487083970880376,-0.0081999999999999,-0.004924756998516709,0.0013
196801,0.04830971169516945,0.0448,0.05579921511245341,0.0484,-0.054816163554707066,-0.0458999999999999,0.06063120007920689,0.0646
196802,-0.024225238838357036,-0.0292,0.014892751526608086,0.0133,-0.010110710625798519,-0.0014,0.025317718135260188,0.0245
196803,-0.016628506594719095,-0.016,-0.015881141809887873,-0.0059,0.014908850800370552,0.0106,-0.016368024705727773,-0.011
196804,0.05490803199349442,0.0617999999999999,-0.019515941170077156,-0.0116999999999999,0.04561812501014931,0.027,-0.03836288362685175,-0.0365
196805,0.06809673820994941,0.071,-0.005383117046738425,0.0066,0.016046669258349647,0.0031,-0.02266577540989547,-0.0192
196806,-0.002017904556369153,-0.0036,0.012732237383179818,0.0083,-0.01378042670137826,-0.0131,0.02796134961411839,0.0276
196807,-0.013920626741668003,-0.0141999999999999,0.058892840933011226,0.0538999999999999,-0.031114563552894603,-0.0314,0.03625926346743981,0.0364
196808,0.023740007611422316,0.0226,0.013326309944818718,0.01,-0.009621226870809175,-0.0069999999999999,0.002642363244833114,0.0045
196809,0.02813094502549409,0.0283999999999999,0.004552824739992224,0.003,-0.014805334636883473,-0.0199,0.005956071770394818,0.0088
196810,0.002654929479499633,-0.0038,0.03717378166043466,0.0286,-0.019722014128671563,-0.0132,0.023718658733768532,0.0253
196811,0.020005510610267237,0.0241,-0.016298491942533203,-0.0093,0.004373410167374817,0.0043,-0.020369294915799016,-0.0226
196812,0.03513967834802791,0.0356,-0.00046895224640512365,-0.0001,-0.017304654445832554,-0.0186,0.01630656057459485,0.017
196901,-0.0011218915382387035,-0.0045,0.013165865421630125,0.0168,-0.010440472186583203,-0.0155,0.01404790666640627,0.0137
196902,-0.038590289372330826,-0.0417,0.012905103807748161,0.009,0.012629848924138556,0.0207,0.009418392975927545,0.0078
196903,-0.012625462524548818,-0.0042,-0.0011716414825533802,-0.0052,-0.010331421462115901,-0.0141999999999999,-0.0026417331060699205,-0.0046
196904,-0.013654872340203067,-0.0083,-0.007008790960788207,-0.0003,0.0036643303175348894,0.0040999999999999,-0.0003167373125382844,0.0023
196905,-0.004283196054333259,-0.0011,0.011797889974855445,0.0072,-0.011606538074706713,-0.0095,0.012202375995649998,0.0125
196906,-0.056896404800571475,-0.055,-0.012172326926147586,-0.0109,0.033839113113819,0.0432,-0.013789842501283164,-0.0153
196907,-0.03518976844026287,-0.0339,0.013697518639782788,0.0118,0.008587671870492558,0.0144999999999999,0.018041839490234732,0.0192999999999999
196908,0.009240649189192714,0.0066,-0.03968627472674452,-0.0377,0.009552924776999192,0.0116999999999999,-0.03902638510497877,-0.0404
196909,0.009113720306272572,0.0124,-0.02949035730530637,-0.0319,0.027115081753699484,0.0345,-0.005331684890521094,-0.0077
196910,0.03704056832469327,0.0391,-0.025645726721208385,-0.031,0.005140622389689764,0.0012,-0.01784842287218219,-0.0214
196911,-0.026618128516756247,-0.0245,-0.0017847906788609202,-0.0121,0.008786298070995416,0.0144999999999999,0.004638601144925397,0.0028
196912,-0.04221137327094117,-0.0377,-0.01719104827530278,-0.0283999999999999,0.018650369613230005,0.0254,-0.010573860206124955,-0.0178
197001,0.030803315253803594,0.0313,0.03432791425541172,0.0312,-0.02207527139495913,-0.0171,0.04607802359661836,0.0385
197002,-0.025461181621242106,-0.0274,0.037294885296510136,0.0393,-0.022367708621688423,-0.0232,0.028873001814864234,0.0274
197003,-0.021978704420067833,-0.024,0.046800250685259136,0.0399,-0.011662658915921095,-0.0101,0.04332790729240666,0.0432
197004,-0.0648602058503257,-0.0637,0.06521294934316138,0.0617,-0.014950097640241078,-0.0069,0.060048727311067376,0.0626
197005,-0.04212316362993821,-0.0445,0.03337746272031547,0.0332,-0.01870899088680994,-0.0125,0.036544616646569134,0.0392
197006,-0.032327606294858126,-0.0220999999999999,0.01689363349276629,0.006,-0.0019537440520982358,0.0013,0.026717836018994745,0.0297
197007,-0.006078201631289956,-0.0062,0.013979844957520263,0.0091,-0.0003258652743744206,-0.0025,0.017440030635962903,0.0181
197008,0.0204637286418642,0.0153,0.0006257319687588483,0.0127,0.0072019201221482435,0.0056,0.0015857580064118498,-0.0019
197009,0.0864798302770814,0.085,-0.06834849233985409,-0.0552,0.00747143257348705,0.003,-0.056243394818293116,-0.0584
197010,-0.04759238690216865,-0.0443,-0.005943489826052709,0.0021,0.014762970778125894,0.0171,0.022288023735364145,0.0232
197011,-0.038198009136641384,-0.0385999999999999,0.011447734202884662,0.017,0.01727366447586154,0.0156,0.013070533870517164,0.0148
197012,0.027839213659514653,0.0293,0.015671431018327797,0.0098999999999999,0.0065432728984857885,0.0024,-0.0005112663217213265,0.0029
197101,0.07848171067926427,0.0754,0.01256103763459751,0.0148,-0.010078164635264897,-0.0199,-0.003177594371540818,0.0006
197102,0.021370475752914342,0.0204,-0.02715212239870384,-0.0127,0.00517558335981089,0.0058,-0.009236782396887556,-0.0069
197103,0.020296333723859195,0.0226,-0.04313814512329435,-0.0403,0.018721635008947954,0.0183,-0.02886253646004302,-0.027
197104,0.0029067310150082265,-0.0034999999999999,-0.002469706165562205,0.0081,-0.00534992418373198,-0.0146,0.010795794128383066,0.0089
197105,-0.015400496102323809,-0.0111,-0.013811999870331673,-0.0141,0.013564415918052672,0.0139,0.006463872770514759,0.0024
197106,-0.02020186866163576,-0.0149,-0.010565190065915159,-0.0194,0.010709021664431651,0.0155,-0.01003847727869535,-0.0165
197107,-0.013267274275577758,-0.0141999999999999,0.0015232370497730574,-0.0001,0.0009772432940649,0.0056999999999999,0.012805982535368785,0.0149
197108,0.004704625152424868,-0.0015,0.023700883885942443,0.0264,-0.01524489884496738,-0.0045,0.026766967352868737,0.0263
197109,-0.003787503358134366,0.0028,-0.023503416284678558,-0.0291,0.020669299377170162,0.0255,-0.012815089332901335,-0.0159
197110,-0.01801404756329797,-0.0159,-0.00467262443043881,-0.0048,0.015293636147707325,0.0158,-0.008249603519109527,-0.0138
197111,-0.032182220679865974,-0.0287,-0.017081112837813297,-0.017,0.02307107608828229,0.0241,-0.0038878289415596387,-0.0033
197112,0.03606986710791106,0.0325,0.00346490720707944,-0.0040999999999999,-0.01044759419844947,-0.0039,-0.01890622694942569,-0.0173
197201,0.06631612422426433,0.0612,0.019663596039678606,0.0227,-0.020595152794751874,-0.0168,0.006298090572576347,0.0052
197202,0.00017299278236614785,0.0089,-0.026246436948103323,-0.0277,0.014592290113249098,0.0163,-0.0036279449377174394,-0.0053
197203,-0.005932099089633201,-0.0046999999999999,-0.018347341728430725,-0.0163,0.00913913502126803,0.0161,0.0014297922256470922,-0.0015
197204,-0.0005109861138424465,0.002,0.004956149462888774,0.001,-0.010884776821720458,-0.0045,-0.008394272282730207,-0.01
197205,-0.04248956110957928,-0.0312,-0.01552611756105984,-0.0272,0.01779432012673008,0.0237999999999999,-0.013987270141400582,-0.0192
197206,-0.010563408095492041,-0.0046999999999999,-0.012623869973030687,-0.0249,0.010521636306073771,0.0181,-0.004175914070089569,-0.0034
197207,-0.0326791335626137,-0.0277,0.005411011276858217,0.0066,0.013097345455900536,0.0113999999999999,-0.00855422058206718,-0.0065
197208,-0.024800658094319354,-0.0348,0.04609907909191092,0.0453,-0.016777085062405658,-0.0195,0.026648772009122988,0.0288
197209,-0.021930272476653776,-0.0222,0.0034079811315228907,0.0046999999999999,0.01997756219062736,0.0172,-0.02031177226266989,-0.0197
197210,-0.022685808650329042,-0.0254,0.010934848970053795,0.0135,-0.0006258899703431402,-0.0015,-0.002653447493003858,-0.0002
197211,0.006709711399196287,-0.0063,0.043614835505089614,0.0483,-0.02257185785110978,-0.0197999999999999,0.03468876323289038,0.0334
197212,-0.028532577333440997,-0.019,-0.024553797450562756,-0.0219,0.02426463278801923,0.0258,-0.020177503495727767,-0.0215
197301,-0.030557075073918548,-0.0282,0.026875314841212583,0.0268,0.009595524493097793,0.0038,0.00781651006148297,0.009
197302,-0.0412302722282602,-0.039,0.020867335510795226,0.016,-0.005952587036622957,-0.0025,-0.0009963713656322704,0.0002
197303,-0.020777032481890452,-0.0233,0.028589739245969147,0.0262,-0.006128347708765195,-0.0104,0.00400584137716763,0.0064
197304,-0.026115698670209915,-0.0295,0.05554572781714053,0.0542,-0.012990544678631422,-0.0165,0.02783124845358831,0.0273
197305,-0.06602975857035573,-0.0617999999999999,0.0038285877185105233,0.0040999999999999,0.013992534869211155,0.0194,-0.020270062776990373,-0.0151
197306,-0.020981693705184153,-0.0250999999999999,0.011074888331866532,0.0118999999999999,-0.006720807495753409,-0.0027,-0.008450251524096716,0.0021
197307,0.07238343335840466,0.0726,-0.06427242996050302,-0.0526,0.006807719020775135,-0.0005,-0.02815714429988786,-0.0327
197308,-0.012602184199544592,-0.0179,0.008163951066164632,0.0106,-0.012774139459208585,-0.0128,0.013993097315134099,0.0129
197309,0.052381619914008366,0.0356999999999999,0.019808324363011928,0.0224,-0.025315648143658595,-0.023,0.01736755418200389,0.0175
197310,-0.002187563054740553,-0.003,0.002798972610274694,0.016,-0.01915834039629899,-0.0183,0.0219229559648246,0.0268
197311,-0.07128655783422405,-0.0727,0.04952655102558898,0.0399,-0.02244611289455878,-0.0258,0.009920201031474285,0.0169
197312,-0.03588713945829608,-0.0466,0.042652085084170996,0.0394,-0.029314531512804328,-0.0269,0.020352180881864558,0.0241
197401,0.12055366339254557,0.1039,0.05114783452545445,0.06,-0.03586403340386202,-0.0318,0.0541863431714817,0.0448
197402,0.009969223631186342,0.0012,0.03808927204131837,0.025,-0.01920825385259603,-0.0187,0.028442303559975023,0.0262
197403,0.02335062587805356,0.0260999999999999,-0.006995755481250306,-0.0012,0.03167617715080697,0.0279,-0.0003091160717771605,0.0045
197404,-0.01075371923273323,-0.0069,0.006681880382302788,0.0087,0.0286165803189017,0.0288,0.020743244238592813,0.0208
197405,-0.04472205626708841,-0.0308,-0.010384257079382071,-0.0207,0.05050430796748773,0.0493,-0.00024295706116212595,-0.004
197406,-0.003751264082619478,0.0002,0.008400874474451033,0.0079,0.013676947716925309,0.0062,0.025460164409171437,0.0289999999999999
197407,0.030220916248223727,0.0192,0.04951511662620321,0.0516999999999999,-0.016510655691490808,-0.0326,0.04106525654284732,0.046
197408,0.0053482966269806365,0.0026,0.02610931500508623,0.0264,-0.00280202027691287,-0.0028,0.02659821467631683,0.026
197409,0.02932012957332371,0.0148,0.056502668623109306,0.0559,-0.043170812991203206,-0.0443,0.05925049555150538,0.0592
197410,-0.08042674844275269,-0.0682,-0.10459547080769899,-0.0988,0.009894074678324816,-0.0022,-0.03493487849426119,-0.0287
197411,-0.01094446613353376,-0.0148,0.000981157878138704,-0.002,-0.026030187662247725,-0.0335,0.026568872560306107,0.0294
197412,-0.04064632804349541,-0.0435,0.004495787592003024,0.0011,-0.010467371878825057,-0.0069,0.03330786842963148,0.0326
197501,0.1607748198724251,0.1292,0.07767775736802918,0.0827,-0.016265891739131955,-0.0076,-0.016114292580700545,-0.0092
197502,-0.020744032410509795,-0.0065,-0.054341959185995936,-0.0444,0.012904176131944195,0.0115,-0.023350463883414288,-0.0212
197503,0.04986726546749172,0.0399,0.024469020067983557,0.0239,0.009178001866245664,0.0123,-0.017020135550309498,-0.0131
197504,-0.0107093144219668,-0.0072,-0.018309704407598153,-0.0113,0.02441939132064966,0.0141999999999999,-0.018868600290934984,-0.0135
197505,0.022565695156360456,0.0289,-0.0327869064193155,-0.0409999999999999,-0.013556249589427957,-0.0098999999999999,0.004369595726124859,-0.0060999999999999
197506,0.026109791730542717,0.0141999999999999,0.014509112376372188,0.0139999999999999,-0.02610303419552465,-0.0266,0.011494745809790825,0.011
197507,0.03800276492104808,0.0344,0.014598315645223875,0.0169,0.003852888829020483,0.0046,0.01134675972469635,0.0123
197508,-0.028577152663664878,-0.0283999999999999,-0.008793534239667701,-0.0093999999999999,0.011006621899650272,0.0112,-0.008574868891274352,-0.0093
197509,0.0008550318198961987,0.0005,0.004087790610493691,0.0043,0.007027159989021613,0.0053,0.006776173091469759,0.0055
197510,-0.04141805115270567,-0.0421999999999999,0.003882316562864696,0.0027,-0.003942117562721059,-0.0048,0.023477373081573584,0.022
197511,-0.007472025567618189,-0.011,0.01943316827621415,0.0204999999999999,-0.005717033297698151,-0.0068,0.015104919118090365,0.0178
197512,0.004706114654212591,-0.0005,0.010856525140741048,0.0169,-0.0023319274356534674,-0.0009,0.007115454120994837,0.0058
197601,0.07497999640629172,0.0632,0.09698396191880945,0.0857,-0.020285103941272975,-0.0179,0.026753702864255213,0.0227
197602,0.09149183115171987,0.0798,0.0651958118824791,0.0582,-0.02520890794174925,-0.026,0.03862725184137622,0.0383
197603,-0.018898964346323713,-0.0139,-0.0066181525813232694,-0.0011,-0.002115138848242191,-0.0033,0.0075688632035286856,0.0093999999999999
197604,0.0037183509003786055,0.0008,2.5751740000322376e-05,-0.0014,0.003992816121054989,0.004,-0.01093942272137476,-0.0108
197605,-0.009163872592528636,-0.011,-0.013807425508345022,-0.0135,0.024525353086495016,0.0245,-0.015141124912320513,-0.0139999999999999
197606,-0.010184693152941092,-0.0107,0.012994600386439084,0.0069,-0.005405938270215058,-0.0067,0.011721300526528956,0.0101
197607,0.007943917503340406,0.0063,0.017229973962005082,0.0173,-0.01196876699263835,-0.0105,0.003027359273987335,0.0028
197608,-0.021210884309137937,-0.0197999999999999,0.007041891377014043,0.0081,-0.004298538958233806,-0.0040999999999999,-0.0045048251701117065,-0.0055
197609,0.0016990851782478153,0.001,-0.003326333046507233,-0.0029,0.008485994214615742,0.0098,-0.011773208714875999,-0.0115
197610,-0.00013188817644116044,0.0013,-0.0018568420438691974,-0.0018,-0.004149512623586479,-0.0019,-0.002930399666686054,-0.0037
197611,0.033981443683991766,0.0266,0.010022831945209277,0.0151,-0.01402151048359123,-0.0141,0.0037840425055883607,0.0009
197612,0.042956573244219115,0.0364,0.025357597045060992,0.0227,-0.004524913362937075,-0.0062,0.023587902257634935,0.0227999999999999
197701,0.06535174601241678,0.059,0.04818501347932578,0.0426999999999999,-0.004960672893432636,-0.0051,0.020422100328735426,0.0197
197702,0.007981069283615347,0.0107,0.008474268304996906,0.0046999999999999,0.0014039127098714362,-0.0016,-0.0037720126862180597,-0.0022
197703,0.018209517919567177,0.0131,0.009308003354887621,0.0109,-0.003421336237945516,-0.003,-0.0014153806511460728,-0.0006
197704,0.015512447266752166,0.0060999999999999,0.034641546845850746,0.0338,-0.018062782547527974,-0.0202,0.009577700446210674,0.0113999999999999
197705,0.015489649381913419,0.0131,0.007181622168586076,0.0085,0.002710722864867376,0.0033,0.0027915395831227506,0.0019
197706,0.01734670533607062,0.0208,-0.013522773354223513,-0.0074,0.00907334202580462,0.0091,-0.011832311213872376,-0.012
197707,0.016234874445921168,0.0187999999999999,-0.005584667372859918,-0.0056999999999999,0.006253855209528141,0.0074,0.0023110533773935873,0.0009
197708,0.007472493408433521,0.0086,-0.026367036879413913,-0.0273,0.008058516918935226,0.0098999999999999,-0.004902456779886783,-0.0069
197709,0.013237865530092296,0.0143,-0.006039835640124445,-0.0046,0.014914023033694587,0.0144999999999999,-0.005857885456750787,-0.0084
197710,0.015083196953823094,0.0148,0.017971775036074222,0.0181,0.001504317490224255,-0.0019,-0.0034332523664034956,-0.0029
197711,0.039161770103870855,0.0364,0.0029805846709669848,0.0023,-0.0011045802163728302,-0.0013,0.006564462952254574,0.0070999999999999
197712,0.01352933124723037,0.0159,-0.000572224198450726,-0.003,0.009004297567894178,0.0091,-0.004631176346671439,-0.0069
197801,0.030375424014214086,0.0272,0.0330785811654663,0.0336,-0.015178552474406914,-0.017,0.0183395927020458,0.0152
197802,0.03652768483922939,0.037,0.008172982609249741,0.0083,0.004085650993692641,0.0033,0.01107971520572551,0.0104
197803,0.03632681669647654,0.0371,0.01571538364459487,0.0116,-0.008030272374140314,-0.0059,0.018449593595387788,0.0187999999999999
197804,-0.009028981117654059,-0.0027,-0.026418906777796097,-0.0356999999999999,0.019381303308101894,0.0283,-0.011099739994286706,-0.0129
197805,0.045481336035077355,0.0458,-0.004160100205379512,-0.0053,0.00010192954167424079,0.0024,0.003669697021012025,0.0037
197806,0.015318933287458335,0.0156,0.006758920024261907,0.0056999999999999,-0.005533129828145654,-0.0141,-0.0023291503098154505,-0.0003
197807,0.00279292457318292,0.0013,-0.008976226905936156,-0.0111,0.01409002955441032,0.0155,-0.0076733014151698364,-0.0079
197808,0.04771286620584546,0.0495,-0.006646581625336094,-0.0056999999999999,0.013296938384890884,0.0141,0.004006635526244001,0.0044
197809,-0.001018582739999609,-0.0031,0.02045519853021674,0.0186,-0.008146005119407995,-0.0065,0.018282134783907222,0.018
197810,-0.10244248677740847,-0.1007,0.006616682536898982,0.0139,-0.0017255806802731477,0.0018,0.012967322412642368,0.0098999999999999
197811,0.03668947466632344,0.0285,-0.02097481895486132,-0.0214,0.009554799359106053,0.0111,-0.012825834772817249,-0.0118999999999999
197812,0.0069471151644805215,0.0112,-0.02646721753477569,-0.0213,0.020718191303913048,0.0195,-0.015627571696470447,-0.0138
197901,0.04417405478996305,0.0379,0.028025297934056295,0.022,-0.026677430357009688,-0.0249,0.015674544116880906,0.0151
197902,0.004147482562787692,0.0054,0.008862979483625473,0.0113999999999999,-0.010972496116864315,-0.0111,0.007619518831416622,0.0096
197903,0.035576942695298125,0.032,0.0008350852719983121,-0.0073,0.0059522865066460595,0.0051,0.00044251568540265573,0.0028
197904,0.021528340076751994,0.024,0.007785008625092189,0.0108,0.013249651499276961,0.0111,-0.0011048242520268203,0.0021
197905,-0.0006359815039013155,0.0017,0.010961110284050592,0.0132,-0.011531731143933072,-0.0155,0.0006187227555441085,-0.0027
197906,0.010936683720961668,0.0098999999999999,0.007059174879197286,0.0139,-0.016243110916387596,-0.0159,-0.006554551913561982,-0.0046999999999999
197907,0.014977808310765684,0.0127,0.01990167747982064,0.0186,-0.00217778174894058,-0.0028,0.0033486426092794383,0.0070999999999999
197908,0.019758629227132632,0.0192,-0.015214539762623144,-0.0158,0.015061313500631265,0.016,-0.016593427503078323,-0.0147
197909,-0.001909159551181489,-0.0033,-0.00743883106644351,-0.009,0.006476308721909713,0.01,0.006940246917754973,0.0032
197910,-0.03908029462366526,-0.0351,-0.022799353596744232,-0.0186,0.011572339598586154,0.01,-0.0005726823127781278,0.001
197911,0.02537158999383112,0.0253,-0.032462878218725844,-0.0327999999999999,0.0017881984219220576,0.0002,-0.01917920845251031,-0.0212
197912,0.04209751712263063,0.0432,-0.01645198996011795,-0.021,0.002030184156976887,-0.0072,-0.008644289321565052,-0.009
198001,0.024156645009619962,0.0182,0.019304824817487673,0.0175,-0.014208978111512574,-0.0169,0.01502413501912575,0.0171
198002,-0.013489039021987352,-0.0158,-5.947306801871652e-05,0.0060999999999999,-0.0029068324190014098,0.0007,0.024858336305433944,0.027
198003,-0.07991564855076269,-0.0692,-0.005615525680505273,-0.0101,0.005835054841237863,0.0144999999999999,-0.012910926194992928,-0.0116
198004,0.01203350261110376,0.0105,0.012004174575727583,0.0108,-0.02923637730212273,-0.0206,0.00885150152081264,0.0027
198005,0.026133037866983004,0.021,0.003024070353298769,0.0038,0.005536676408130603,0.0032,-0.005208202402484374,-0.0032
198006,0.013376171438230312,0.0141999999999999,-0.00487771456933387,-0.0076,0.00281182838834107,-0.0016,-0.006377771033561255,-0.0128
198007,0.034625180753055,0.0382,-0.06113730713523811,-0.0641,0.037375649697514265,0.0405,-0.02427502878273545,-0.0237999999999999
198008,0.03986924009862637,0.0426,-0.027939651435328863,-0.0260999999999999,0.019976348314800163,0.0207,-0.0082884488790472,-0.0087
198009,0.005359313696981338,0.0066,-0.05013664893744544,-0.0458,0.025492078741474303,0.019,-0.03173742690440472,-0.0277
198010,0.013658037728692167,0.0236,-0.041066257176590557,-0.0279,0.027928404386723,0.0169,-0.016074691549115058,-0.0118
198011,-0.040134560409973416,-0.0331,-0.0928049518631584,-0.0833,0.055658455239163504,0.0451,-0.056585132830954024,-0.0571
198012,-0.005778459478344652,-0.0029,0.03441820081567887,0.0279,-0.02761422470149602,-0.0129,0.018806149987450088,0.0123
198101,0.036579069658907414,0.0329,0.06740648485739172,0.0672,-0.038003467737984735,-0.0353,0.04487055059268811,0.0435
198102,-0.006386731162067515,-0.0051,0.011506964006290863,0.0102,-9.442704911255713e-05,0.0021,0.021935207401695942,0.0227
198103,0.03779543521315207,0.0302999999999999,0.005351470716764756,0.0064,-0.030217912614444495,-0.0226,0.006757668372287695,-0.0052
198104,0.04494903921355878,0.0458999999999999,0.029761401847803272,0.0227999999999999,-0.0011387387005368657,0.0083,0.01665042778648254,0.0121999999999999
198105,0.021052744002590638,0.0245,0.007231592755807162,-0.0042,-0.008416769273308403,0.003,-0.0110372091344932,-0.0154
