date,mySMB,SMB,myHML,HML,myRMW,RMW,myCMA,CMA
19671031,-0.002287566755760754,0.004699999999999999,-0.02762589618357691,-0.0322,0.03827216048055615,0.010700000000000001,-0.04069257722996093,-0.0262
19671130,-2.7855364430815627e-05,-0.0006,-0.008756410067621005,-0.0169,0.017388022017824484,0.013500000000000002,-0.0323683228612079,-0.023399999999999997
19671229,0.04161999223322037,0.057800000000000004,0.008932963304270236,-0.0063,-0.019603341299677245,-0.008199999999999999,-0.01928008133103009,0.0013
19680131,0.0484168693856236,0.044800000000000006,0.03285876893211424,0.0484,-0.02921031676228466,-0.045899999999999996,0.04687585647821024,0.0646
19680229,-0.018642347623094194,-0.0292,0.009081595038010877,0.013300000000000001,0.0017283757091142993,-0.0014000000000000002,0.0228112724710789,0.0245
19680329,-0.017460110579276163,-0.016,-0.004038025022527127,-0.0059,0.01296787645926099,0.0106,-0.016355767968333133,-0.011000000000000001
19680430,0.048035700230421266,0.061799999999999994,-0.009259767521846762,-0.011699999999999999,0.016637603009340696,0.027000000000000003,-0.02811370372142083,-0.0365
19680531,0.06377865545600657,0.071,-0.0015037271048310846,0.0066,0.012214077331881484,0.0031,-0.029618733100013374,-0.0192
19680628,0.0001301785660172347,-0.0036,0.007300351639288027,0.0083,-0.017708112949402728,-0.0131,0.025021153680492923,0.0276
19680730,-0.013897234157398977,-0.014199999999999999,0.05662874983288368,0.053899999999999997,-0.002125738331071894,-0.031400000000000004,0.010845999210058997,0.0364
19680830,0.02482921357995111,0.0226,0.01675795550212103,0.01,0.012970238940976993,-0.006999999999999999,-0.010159314237593548,0.0045000000000000005
19680930,0.029045817872631136,0.028399999999999998,0.003183426935321851,0.003,-0.01388353689451556,-0.0199,-0.019886045015935216,0.0088
19681031,0.0029838812860372432,-0.0038,0.02751848135890382,0.0286,0.0038687337403575973,-0.0132,0.0014254386997651879,0.0253
19681129,0.022233834798793317,0.0241,0.0006260826862921343,-0.009300000000000001,0.004838547202649229,0.0043,-0.0466488552871557,-0.0226
19681231,0.03670393523262437,0.0356,-0.017751930143315015,-0.0001,-0.031112585879521287,-0.018600000000000002,0.006682874637023812,0.017
19690131,-0.0010740575924807119,-0.0045000000000000005,0.004866115268912799,0.0168,-0.01678660723572834,-0.0155,0.00882805391503503,0.0137
19690228,-0.03973361649108694,-0.0417,0.012917624380800005,0.009000000000000001,0.029699656165238827,0.0207,0.022137779546639938,0.0078000000000000005
19690328,-0.012956466466487546,-0.0042,-0.005220343747337951,-0.0052,0.01733668271735034,-0.014199999999999999,-0.018034748023862908,-0.0046
19690430,-0.014274606170712585,-0.0083,0.004883731448000342,-0.0003,0.005612888752287885,0.0040999999999999995,-0.011234008006121171,0.0023
19690529,-0.003204288336450444,-0.0011,0.001057829178280143,0.0072,-0.012438905870410376,-0.0095,0.0031846320595611453,0.0125
19690630,-0.05602130830976641,-0.055,-0.011533449462173745,-0.0109,0.04460605827720407,0.0432,0.01040960626930526,-0.015300000000000001
19690731,-0.03630426422968777,-0.0339,0.01731174638810057,0.0118,0.03610324899607077,0.014499999999999999,-0.006796833314779427,0.019299999999999998
19690829,0.010822178294248828,0.0066,-0.022900455321817934,-0.0377,0.01178583540183515,0.011699999999999999,-0.039414029670985305,-0.0404
19690930,0.0077759254194170215,0.0124,-0.019546760344074755,-0.0319,0.0426838623996824,0.0345,-0.018944320905348713,-0.0077
19691031,0.03441053620640734,0.0391,-0.0326031207561705,-0.031,0.021338053211734695,0.0012,-0.043252066848644855,-0.021400000000000002
19691128,-0.025847975506813458,-0.0245,-0.0007577616136648299,-0.0121,0.02229301826987984,0.014499999999999999,-0.013994247351381925,0.0028000000000000004
19691231,-0.04484946826749965,-0.0377,-0.011890232532953987,-0.028399999999999998,0.05135828713584292,0.0254,-0.01101402800679608,-0.0178
19700130,0.03439680993653633,0.0313,0.022418394549075404,0.031200000000000002,-0.0004545172000652853,-0.0171,0.033790025601237825,0.0385
19700227,-0.024454518443668707,-0.0274,0.033515033200882706,0.0393,-0.0025841267499304293,-0.0232,-0.006835276173210544,0.0274
19700331,-0.016897498930352802,-0.024,0.04941336505518926,0.039900000000000005,0.00926892976391682,-0.0101,0.049949513342403884,0.0432
19700430,-0.06440633544069194,-0.0637,0.05466212446415193,0.0617,0.02247013593750022,-0.0069,0.06447829123228722,0.0626
19700529,-0.04157062896889182,-0.044500000000000005,0.012265490038839533,0.0332,0.0004385407162370847,-0.0125,0.040656365016011685,0.0392
19700630,-0.027468776429417398,-0.022099999999999998,0.024549589497754334,0.006,0.025359916444431696,0.0013,0.057855941645112006,0.0297
19700731,-0.0027211584182723902,-0.0062,0.012104120257025869,0.0091,0.02776615483245204,-0.0025,-0.0009319358390234567,0.0181
19700831,0.020515115654496693,0.015300000000000001,0.0009218422674549531,0.0127,0.008553256211847313,0.005600000000000001,0.028029282492997486,-0.0019
19700930,0.08519970842400851,0.085,-0.06835582515300691,-0.0552,-0.0065244490378696535,0.003,-0.033195140899700784,-0.0584
19701030,-0.050682273730534765,-0.0443,0.01907723051617096,0.0021,0.061057650998036624,0.0171,-0.03499243634314688,0.0232
19701130,-0.036544456466282724,-0.038599999999999995,0.024249315698821796,0.017,0.029023676783247607,0.015600000000000001,0.0012808986043718676,0.0148
19701231,0.02701689234258778,0.029300000000000003,0.036086191479443745,0.009899999999999999,0.004512321840196384,0.0024,-0.002108443519224068,0.0029
19710129,0.07800762527728106,0.0754,0.0012068372734141963,0.0148,-0.03898248576087143,-0.0199,0.02190432684254069,0.0006
19710226,0.01977068819108148,0.0204,-0.019518520465021862,-0.0127,0.013172746775465195,0.0058,0.00017927107778492601,-0.0069
19710331,0.02041901377751181,0.0226,-0.010046527597520845,-0.0403,0.023272885679478203,0.0183,-0.009500080339305036,-0.027000000000000003
19710430,-0.000763876223882555,-0.0034999999999999996,0.00611405240824511,0.008100000000000001,-0.011603323305018433,-0.0146,0.029533471956479904,0.0089
19710528,-0.014600809776126294,-0.0111,-0.002347333250378794,-0.0141,0.0165037042774408,0.0139,-0.005405658618953479,0.0024
19710630,-0.020626490443278335,-0.0149,0.004444667188066546,-0.0194,0.03269943982136619,0.0155,-0.022293844840348288,-0.0165
19710730,-0.008156802192262252,-0.014199999999999999,0.008889964615309928,-0.0001,0.03032030155534063,0.005699999999999999,-0.012363650566621087,0.0149
19710831,0.001907732956088773,-0.0015,0.03129230628439654,0.0264,0.010639803612420388,-0.0045000000000000005,0.016358138781079536,0.0263
19710930,-0.005778869855154062,0.0028000000000000004,-0.013409292171646443,-0.0291,0.045788802172657295,0.0255,-0.033273436118782355,-0.0159
19711029,-0.020740709339401225,-0.0159,0.006087520611991498,-0.0048,0.037052649996221855,0.0158,-0.028049869598326553,-0.0138
19711130,-0.03376696814529839,-0.0287,-0.006842252548633708,-0.017,0.03238773384536328,0.0241,-0.01626762161882415,-0.0033
19711231,0.03555125150614889,0.0325,-0.004812219466034176,-0.0040999999999999995,-0.003225236997870362,-0.0039000000000000003,0.009198931297086155,-0.0173
19720131,0.06825247143578782,0.061200000000000004,0.012107591542099463,0.0227,-0.03671381687700753,-0.0168,0.031100053956853085,0.0052
19720229,0.0021539663889644234,0.0089,-0.016750642745883455,-0.0277,0.007563388642215098,0.0163,-0.004943506570748345,-0.0053
19720330,-0.005469754079865465,-0.004699999999999999,-0.00798022400866246,-0.0163,0.02013502696132419,0.0161,-0.0022086904111303122,-0.0015
19720428,-0.0031454201784592234,0.002,0.0015684306856613892,0.001,0.004706104080077105,-0.0045000000000000005,0.015463471796153826,-0.01
19720531,-0.041667163914091095,-0.031200000000000002,-0.01501093106944417,-0.027200000000000002,0.023116028176418425,0.023799999999999998,-0.013068655969380796,-0.0192
19720630,-0.010458813537228433,-0.004699999999999999,-0.012898816858292073,-0.024900000000000002,0.012696267523640808,0.0181,-0.01205469999251596,-0.0034000000000000002
19720731,-0.033165137124361754,-0.0277,0.010813600000370165,0.0066,0.022778017567238823,0.011399999999999999,-0.010784879640298731,-0.006500000000000001
19720831,-0.024657642947606646,-0.0348,0.05030873633662702,0.0453,-0.0161263882587274,-0.0195,0.0266350532620145,0.0288
19720929,-0.022083277839631973,-0.0222,0.008828934556624483,0.004699999999999999,0.019352168693712507,0.0172,-0.013506762829329732,-0.0197
19721031,-0.020326849918253797,-0.0254,0.015779099858771226,0.013500000000000002,0.002054555411809586,-0.0015,-0.014678900282019727,-0.0002
19721130,0.010085272978800679,-0.0063,0.05192913648765513,0.0483,-0.012611536666526132,-0.019799999999999998,0.03981875382033624,0.0334
19721229,-0.028042911455129754,-0.019,-0.015113746831926055,-0.0219,0.039406252768845865,0.0258,-0.01751112041046387,-0.0215
19730131,-0.028150203085801347,-0.0282,0.01142430866018803,0.0268,0.015188785876466406,0.0038,0.011525230519936133,0.009000000000000001
19730228,-0.03808911973144639,-0.039,0.015698052040619526,0.016,-0.015122259759713166,-0.0025,0.016662932131859584,0.0002
19730330,-0.021836237173835413,-0.0233,0.02647278770947786,0.0262,-0.0023471360084484742,-0.0104,0.02725507709537655,0.0064
19730430,-0.025562222823777514,-0.029500000000000002,0.047073608882544846,0.0542,-0.006723085700219691,-0.0165,0.03498372779525092,0.0273
19730531,-0.06608649319308266,-0.061799999999999994,0.007087476682929,0.0040999999999999995,0.019842448014052903,0.0194,0.00341300775748922,-0.0151
19730629,-0.017635294324433295,-0.025099999999999997,0.0014577873036340366,0.011899999999999999,-0.009469816174151484,-0.0027,0.015576510409948577,0.0021
19730731,0.07952207503910486,0.0726,-0.051279294384832697,-0.0526,0.0278107697410806,-0.0005,-0.04182016517424421,-0.0327
19730831,-0.012504066259396734,-0.0179,0.025324901830412114,0.0106,-0.0015424486934601245,-0.0128,0.0029102547975352333,0.0129
19730928,0.05990558291383752,0.035699999999999996,0.022730860903491107,0.022400000000000003,-0.004839881676555954,-0.023,-0.004162419219648467,0.0175
19731031,-0.003691805230582979,-0.003,0.015952382523676374,0.016,0.014667008300681968,-0.0183,-3.8420383757977166e-05,0.0268
19731130,-0.07812891071196244,-0.0727,0.032129116443629285,0.039900000000000005,-0.018521803366947476,-0.0258,0.01869971255169106,0.0169
19731231,-0.038759995071697494,-0.0466,0.04013575751676263,0.0394,0.0064517443902043885,-0.0269,-0.013112298813470072,0.0241
19740131,0.13323857011741763,0.1039,0.0376748534713677,0.06,-0.06567738245926777,-0.0318,0.06164381709165338,0.044800000000000006
19740228,0.008326977681998289,0.0012,0.03784219011978751,0.025,-0.011128048610671055,-0.0187,0.023079916035095648,0.0262
19740329,0.01852546363041433,0.026099999999999998,0.00044837412359663605,-0.0012,0.03601924957995391,0.0279,-0.0061300007156728014,0.0045000000000000005
19740430,-0.00951429381997361,-0.0069,0.0005977289329735305,0.0087,0.045442858709943953,0.0288,0.0024813545096394884,0.0208
19740531,-0.048801202074099506,-0.0308,-0.025974800828286092,-0.0207,0.06007663288884424,0.0493,-0.0221801005194621,-0.004
19740628,-0.002683040170085839,0.0002,0.012216843885168256,0.0079,0.020077268187458842,0.0062,0.007895115053876044,0.028999999999999998
19740731,0.03542225651357571,0.0192,0.0535219510428968,0.051699999999999996,0.016011047737159792,-0.0326,-0.02905074512648753,0.046
19740830,0.007571029395647411,0.0026,0.03046646523906356,0.0264,0.02937780562427844,-0.0028000000000000004,0.014853895181123636,0.026000000000000002
19740930,0.03279955578120197,0.0148,0.03681716117028738,0.0559,-0.026242235410907158,-0.0443,-3.1323032278318674e-05,0.0592
19741031,-0.08000253113393695,-0.0682,-0.0513432005909404,-0.09880000000000001,0.08316229741297436,-0.0022,-0.10052313477398317,-0.0287
19741129,-0.0052184608605467045,-0.0148,0.0005346176940394659,-0.002,0.016813790805288387,-0.0335,-0.008927783968537897,0.0294
19741231,-0.0472526668492661,-0.0435,0.0021231246923516245,0.0011,0.012091177088165803,-0.0069,-0.00446291547650618,0.0326
19750131,0.1767454227222431,0.1292,0.10128323562994662,0.0827,-0.11628579905846462,-0.0076,0.12355865090762597,-0.0092
19750228,-0.02598166504687649,-0.006500000000000001,-0.03655886873973548,-0.0444,0.04135592571550409,0.0115,-0.017833938546521474,-0.0212
19750331,0.059361840409145925,0.039900000000000005,0.02621829296852174,0.0239,-0.023670844158880114,0.0123,0.04502976874613345,-0.0131
19750430,-0.01730416934474993,-0.0072,-0.019526847561875924,-0.0113,0.05757175490676257,0.014199999999999999,-0.039866194810700036,-0.013500000000000002
19750530,0.019992309104699305,0.028900000000000002,-0.032351696763993715,-0.040999999999999995,-0.0017772681933777568,-0.009899999999999999,-0.004588847533089524,-0.0060999999999999995
19750630,0.029851061223052783,0.014199999999999999,0.005011424052459634,0.013999999999999999,-0.038716100989479495,-0.026600000000000002,0.03182530806924287,0.011000000000000001
19750731,0.038881458200173975,0.0344,0.026258063841630687,0.0169,0.01549181473246683,0.0046,-0.006375365306123822,0.0123
19750829,-0.030082770615294907,-0.028399999999999998,-0.005412855316589207,-0.009399999999999999,0.018619942446952358,0.011200000000000002,-0.014375833671347496,-0.009300000000000001
19750930,0.0009105456386033633,0.0005,0.008593150702346064,0.0043,0.024305726765085366,0.0053,-0.016550861788022196,0.0055000000000000005
19751031,-0.041803995982771985,-0.042199999999999994,0.004086601966752819,0.0027,0.0371798613717852,-0.0048,-0.025997438444348046,0.022000000000000002
19751128,-0.007102842270443908,-0.011000000000000001,0.018087420398619138,0.020499999999999997,0.007446227105440385,-0.0068000000000000005,0.0029869917648324557,0.0178
19751231,0.005604546637658977,-0.0005,0.009228103966600638,0.0169,-0.0031526568474681328,-0.0009,0.00965090033686045,0.0058
19760130,0.07718975571920898,0.0632,0.0947593111256877,0.0857,-0.024874372264105216,-0.0179,0.06623837399184532,0.0227
19760227,0.09650653590184402,0.07980000000000001,0.07527953216056249,0.0582,-0.040576994867895344,-0.026000000000000002,0.05206276740741554,0.0383
19760331,-0.01700417319788151,-0.0139,-0.0093750999641888,-0.0011,0.0028564960660209804,-0.0033,-0.004287085468428837,0.009399999999999999
19760430,0.00210357719812161,0.0008,-0.007088242330873762,-0.0014000000000000002,-0.000566712828202913,0.004,0.0047628218351580265,-0.0108
19760528,-0.009594674157517288,-0.011000000000000001,-0.01185760915917191,-0.013500000000000002,0.015945393523020133,0.0245,0.001003303255377879,-0.013999999999999999
19760630,-0.01031491247457425,-0.010700000000000001,0.005759619993785221,0.0069,0.004297311809259477,-0.0067,0.006063114987623783,0.0101
19760730,0.007325395715158327,0.0063,0.023240870202766165,0.0173,0.007227324159415698,-0.0105,-0.003266343356945935,0.0028000000000000004
19760831,-0.02085942218891084,-0.019799999999999998,0.013128222946838295,0.008100000000000001,0.005473620077232441,-0.0040999999999999995,-0.011420729024697842,-0.0055000000000000005
19760930,0.0004151042750686687,0.001,0.006405363097982959,-0.0029,0.017649237896243928,0.0098,-0.0182793016930236,-0.0115
19761029,0.000563351886805407,0.0013,-0.0007865651882122127,-0.0018,0.011094187853197855,-0.0019,-0.005595686937140569,-0.0037
19761130,0.03128573002195962,0.026600000000000002,0.016287097895679434,0.0151,0.0007998351481962006,-0.0141,-0.00551659740652476,0.0009
19761231,0.044410729786441484,0.0364,0.020725373761560806,0.0227,0.0030404734824873852,-0.0062,0.016375838831583722,0.022799999999999997
19770131,0.06696635235204833,0.059000000000000004,0.04356732669730153,0.042699999999999995,-0.013206910889134038,-0.0051,0.028234984964574515,0.0197
19770228,0.009628394302449573,0.010700000000000001,0.007437884129902876,0.004699999999999999,0.004950048350408744,-0.0016,-0.0034499378930639164,-0.0022
19770331,0.01864925654836486,0.0131,0.02156904893606759,0.0109,-0.003978489803377065,-0.003,-0.005387976270889731,-0.0006
19770429,0.01598883497746796,0.0060999999999999995,0.026447994267746393,0.0338,-0.00843479541350468,-0.0202,0.002541381916553294,0.011399999999999999
19770531,0.015475300134820638,0.0131,0.017869494085934537,0.0085,-0.002417723247120574,0.0033,0.005763482939225552,0.0019
19770630,0.014946748043070918,0.0208,0.004909909614388919,-0.0074,0.0161289082994234,0.0091,-0.001932452234813739,-0.012
19770729,0.015357878898996116,0.018799999999999997,-0.00032265354978193526,-0.005699999999999999,0.020188248463081537,0.0074,-0.013274220633847731,0.0009
19770831,0.00784689102626061,0.0086,-0.016507484663392052,-0.0273,0.020116087612202013,0.009899999999999999,-0.026040279437247592,-0.0069
19770930,0.01194155221823412,0.0143,0.001606309829745415,-0.0046,0.022699359092503427,0.014499999999999999,-0.012937548485950454,-0.0084
19771031,0.01563301606063526,0.0148,0.017038845175798234,0.0181,0.0035275174137333505,-0.0019,0.004934149080937096,-0.0029
19771130,0.040958409302326804,0.0364,0.012295285282070217,0.0023,0.015860093036975387,-0.0013,-0.014128894673135384,0.0070999999999999995
19771230,0.013428000953219568,0.0159,-0.005069068563200267,-0.003,0.01620651087686193,0.0091,-0.00669570375528614,-0.0069
19780131,0.031034207491210844,0.027200000000000002,0.024272261882470808,0.0336,-0.01503554747579201,-0.017,0.026819506764414407,0.0152
19780228,0.03688402815648183,0.037000000000000005,0.014621632220674922,0.0083,0.0197024156412624,0.0033,-0.006814287011562444,0.0104
19780331,0.03705773859815182,0.0371,0.015562583476011485,0.0116,0.006975714235983685,-0.0059,-0.00893040329740974,0.018799999999999997
19780428,-0.008439982453594772,-0.0027,-0.02232826810197272,-0.035699999999999996,0.027810477763502622,0.028300000000000002,-0.025593367840101966,-0.0129
19780531,0.044243329532179194,0.0458,0.0003320414829961135,-0.0053,0.0052621064413357,0.0024,-0.005005469675929464,0.0037
19780630,0.017687767889327466,0.015600000000000001,0.00504491831939893,0.005699999999999999,0.0014264916319974468,-0.0141,-0.00703093220232268,-0.0003
19780731,0.002701823648081615,0.0013,-0.008119542804928118,-0.0111,0.03756591022077734,0.0155,-0.037452974682125675,-0.0079
19780831,0.048396532839320695,0.0495,0.008526845229772456,-0.005699999999999999,0.03616048523387473,0.0141,-0.039649453217713626,0.0044
19780929,-0.0006558216500260356,-0.0031,0.011742675902245557,0.018600000000000002,-0.006604006948033975,-0.006500000000000001,0.021674110994189418,0.018000000000000002
19781031,-0.10209359782736344,-0.1007,0.0044840897194001195,0.0139,0.0030442531800937145,0.0018,0.02356661306972646,0.009899999999999999
19781130,0.034269398042487347,0.0285,-0.007983562789844328,-0.021400000000000002,0.016147435499261814,0.0111,-0.01519833756429484,-0.011899999999999999
19781229,0.007518958664875749,0.011200000000000002,-0.01725255877856178,-0.0213,0.03879377040466908,0.0195,-0.027847880265043506,-0.0138
19790131,0.0454128693505485,0.0379,0.03178639832747564,0.022000000000000002,-0.025969116431972195,-0.024900000000000002,0.024140211661029407,0.0151
19790228,0.004275757297753206,0.0054,0.008583278839321584,0.011399999999999999,-0.005446249754953617,-0.0111,0.01616542069599851,0.0096
19790330,0.0348319409478918,0.032,-0.008494839864102877,-0.0073,0.016194061605847826,0.0051,-0.015032704109780276,0.0028000000000000004
19790430,0.02164513821353924,0.024,8.337312903817368e-05,0.0108,0.011317006979565815,0.0111,-0.0012615077338400532,0.0021
19790531,-0.0015634425938413164,0.0017000000000000001,0.014151117972606986,0.0132,-0.0049908912814324675,-0.0155,0.007672624096698347,-0.0027
19790629,0.011848035980010954,0.009899999999999999,-0.00014016961246995918,0.0139,-0.017041730158325982,-0.0159,0.0012374933825454668,-0.004699999999999999
19790731,0.014460404960584934,0.0127,0.020435520443450143,0.018600000000000002,0.01484526895552687,-0.0028000000000000004,-0.0055613167922769075,0.0070999999999999995
19790831,0.021637177006445935,0.0192,-0.004257154905209726,-0.0158,0.030331651432363,0.016,-0.029153877125428426,-0.0147
19790928,-0.003704695285328595,-0.0033,0.006223073139094936,-0.009000000000000001,0.028616021987586712,0.01,-0.014727350094020972,0.0032
19791031,-0.03921585470938374,-0.0351,0.00017909707388630292,-0.018600000000000002,0.01817403610284117,0.01,-0.014088478494527684,0.001
19791130,0.02686163555722662,0.0253,-0.0250657016605179,-0.032799999999999996,0.03618991605488037,0.0002,-0.05566142792752904,-0.0212
19791231,0.04216379020584829,0.0432,-0.020750556452549557,-0.021,0.022065355119276556,-0.0072,-0.03329766488849286,-0.009000000000000001
19800131,0.025292660164145324,0.0182,-0.006094875682408629,0.0175,0.0138203298793374,-0.0169,-0.026652290025674014,0.0171
19800229,-0.01496446240422762,-0.0158,-0.004877905274507221,0.0060999999999999995,0.028223418928241102,0.0007000000000000001,-0.04113213621961919,0.027000000000000003
19800331,-0.07763773823556903,-0.0692,0.015065074504931442,-0.0101,-0.005062871344191949,0.014499999999999999,0.03757269667895177,-0.0116
19800430,0.010755438468498218,0.0105,0.01051052494853931,0.0108,-0.011145240728144053,-0.0206,-0.018003842241659844,0.0027
19800530,0.023493978519426396,0.021,-0.0032017081592385227,0.0038,0.0040329598676226985,0.0032,-0.007993893355674783,-0.0032
19800630,0.011999886314886757,0.014199999999999999,0.0038162738020879328,-0.0076,0.007784354950717304,-0.0016,-0.008700915062408221,-0.0128
19800731,0.03818614702598712,0.0382,-0.038868693551515246,-0.0641,0.039201256694703465,0.0405,-0.03177204458227202,-0.023799999999999998
19800829,0.04191944931686776,0.0426,-0.03576255344382816,-0.026099999999999998,0.0370507739043207,0.0207,-0.031033753149008303,-0.0087
19800930,0.00822673960796777,0.0066,-0.032089019805145204,-0.0458,0.026622110834935955,0.019,-0.04343603695172396,-0.0277
19801031,0.016306557489151427,0.0236,-0.023746904397006205,-0.0279,0.057117929919734384,0.0169,-0.047322716135256016,-0.0118
19801128,-0.03750711050119221,-0.0331,-0.0784976349726762,-0.0833,0.09549674917930137,0.0451,-0.10469972008724523,-0.0571
19801231,-0.003601277605581016,-0.0029,0.02742025548138244,0.0279,-0.019949136010083683,-0.0129,0.019370135648157913,0.0123
19810130,0.03436625152627399,0.0329,0.04477669980677358,0.0672,-0.04092319356580093,-0.0353,0.06053127762666624,0.0435
19810227,-0.0026715448512980265,-0.0051,0.019574645441959082,0.0102,0.006509935503662317,0.0021,0.018529375360861924,0.0227
19810331,0.035628468981306775,0.030299999999999997,0.013899005988331284,0.0064,-0.027379159041936316,-0.0226,0.02584142201236537,-0.0052
19810430,0.043395270868251914,0.045899999999999996,0.027638656013485002,0.022799999999999997,-0.0026470302035861426,0.0083,0.015523394075615073,0.012199999999999999
19810529,0.02090981520968192,0.0245,0.0019456902519676515,-0.0042,-0.006053715104617434,0.003,0.003081346752242496,-0.0154
19810630,-0.010630231752669092,-0.0095,0.0530922571740107,0.0513,0.005705517466612745,-0.0137,0.022299677776350366,0.0269
19810731,-0.024520209377974327,-0.020499999999999997,-0.004603499089818065,-0.0049,0.0356253306806416,0.0126,-0.03087837287268648,-0.0255
19810831,-0.021176029396199336,-0.0181,0.049011352744645534,0.0479,0.013823781101680893,-0.0031,0.005621573753714665,0.0141
19810930,-0.02209549632921745,-0.024399999999999998,0.06055211131714476,0.051699999999999996,0.03002590685568375,0.0012,0.016843844521040055,0.026099999999999998
19811030,0.023621257480968355,0.0236,-0.043838145655833466,-0.0421,0.060800626787365794,0.031400000000000004,-0.05281545904724258,-0.0301
19811130,-0.014848417619499503,-0.0151,0.027004246495179823,0.018500000000000003,0.012237724155206707,0.0007000000000000001,-0.002864906216565783,0.0096
19811231,0.013658540761250218,0.012,0.022174427383735963,0.008199999999999999,0.022964233474846874,0.0022,0.016007039870876996,0.025
19820129,-0.006944781045221799,-0.0113,0.022987170214921367,0.0319,-0.0009328409616795388,-0.0149,0.02399445690624564,0.0192
19820226,0.004139289104364542,0.0034999999999999996,0.07018998206458962,0.0605,-0.002793941440112274,-0.034300000000000004,0.03072804976883589,0.045599999999999995
19820331,0.0020162700264921667,-0.0004,0.03207032299311042,0.0383,0.007365829391464582,-0.0139,0.008172108091261319,0.024900000000000002
19820430,0.013326814511946568,0.0109,-0.02514464457634756,-0.027000000000000003,0.012112500771852053,0.015600000000000001,0.0029471739114423495,-0.0002
19820528,0.0012844436116854797,0.0064,0.013939606486182258,0.0176,0.011784975900783163,0.0088,0.0011848846827343766,-0.0031
19820630,-0.004730141014777582,-0.0052,0.03413796075573736,0.0155,0.01984894102713794,0.0001,0.027368284037718453,0.027000000000000003
